Model,ARIMA_Order,Diffs,Mod_Order,Trend,Intercept,Date,Fourier,Fourier_m,Fourier_k,BoxCox,Log,Scored,AIC,RMSE,RMSE%,SMAPE,CV_Time
230,"(1, 0, 0)",0,1,t,True,True,True,252,2,False,False,True,4330.5625,3.7778,1.2913,0.8028,36.6489
231,"(1, 0, 0)",0,1,ct,True,True,True,252,2,False,False,True,4325.5405,3.8551,1.3177,0.8275,38.2815
232,"(1, 0, 0)",0,1,n,False,True,True,252,2,False,False,True,4323.5652,3.7459,1.2804,0.7969,25.5456
233,"(1, 0, 1)",0,2,c,True,True,True,252,2,False,False,True,4303.8595,3.7655,1.2871,0.8007,34.5843
234,"(1, 0, 1)",0,2,t,True,True,True,252,2,False,False,True,4303.2078,3.7163,1.2703,0.7839,50.0197
235,"(1, 0, 1)",0,2,ct,True,True,True,252,2,False,False,True,4303.7064,3.8034,1.3001,0.8096,53.2482
236,"(1, 0, 1)",0,2,n,False,True,True,252,2,False,False,True,4303.8953,3.799,1.2985,0.8092,32.1265
237,"(1, 0, 2)",0,3,c,True,True,True,252,2,False,False,True,4278.7478,3.8004,1.299,0.8034,43.3825
238,"(1, 0, 2)",0,3,t,True,True,True,252,2,False,False,True,4280.4144,3.7739,1.29,0.7885,61.8183
239,"(1, 0, 2)",0,3,ct,True,True,True,252,2,False,False,True,4277.5407,3.8277,1.3084,0.8088,67.5209
240,"(1, 0, 2)",0,3,n,False,True,True,252,2,False,False,True,4279.8985,3.8417,1.3131,0.8141,39.4153
241,"(2, 0, 0)",0,2,c,True,True,True,252,2,False,False,True,4295.2073,3.7674,1.2877,0.797,34.7032
242,"(2, 0, 0)",0,2,t,True,True,True,252,2,False,False,True,4294.4924,3.725,1.2732,0.782,56.527
243,"(2, 0, 0)",0,2,ct,True,True,True,252,2,False,False,True,4295.696,3.8167,1.3046,0.8075,49.5379
244,"(2, 0, 0)",0,2,n,False,True,True,252,2,False,False,True,4294.3826,3.7977,1.2981,0.8048,32.5399
245,"(2, 0, 1)",0,3,c,True,True,True,252,2,False,False,True,4289.1395,3.737,1.2773,0.7885,36.8424
246,"(2, 0, 1)",0,3,t,True,True,True,252,2,False,False,True,4285.7988,3.6709,1.2548,0.7673,54.0443
247,"(2, 0, 1)",0,3,ct,True,True,True,252,2,False,False,True,4285.8192,3.7119,1.2688,0.7809,56.0825
248,"(2, 0, 1)",0,3,n,False,True,True,252,2,False,False,True,4288.2457,3.7595,1.285,0.7946,34.6517
249,"(3, 0, 0)",0,3,c,True,True,True,252,2,False,False,True,4283.0504,3.778,1.2914,0.7974,42.3929
250,"(3, 0, 0)",0,3,t,True,True,True,252,2,False,False,True,4285.0467,3.7637,1.2865,0.791,63.9432
251,"(3, 0, 0)",0,3,ct,True,True,True,252,2,False,False,True,4282.2313,3.8164,1.3045,0.8084,63.2281
252,"(3, 0, 0)",0,3,n,False,True,True,252,2,False,False,True,4282.4833,3.8117,1.3029,0.8066,38.5356
253,"(0, 1, 1)",1,1,c,True,True,True,252,2,False,False,True,4284.7721,3.5402,1.2101,0.7387,38.4019
254,"(0, 1, 1)",1,1,t,True,True,True,252,2,False,False,True,4283.0443,3.5028,1.1973,0.7301,60.1027
255,"(0, 1, 1)",1,1,ct,True,True,True,252,2,False,False,True,4283.9531,3.5025,1.1972,0.7307,62.8892
256,"(0, 1, 1)",1,1,n,False,True,True,252,2,False,False,True,4285.6929,3.5753,1.2221,0.7485,34.8767
257,"(0, 1, 2)",1,2,c,True,True,True,252,2,False,False,True,4260.7473,3.5581,1.2162,0.733,42.7422
258,"(0, 1, 2)",1,2,t,True,True,True,252,2,False,False,True,4259.0722,3.5414,1.2105,0.7301,70.8972
259,"(0, 1, 2)",1,2,ct,True,True,True,252,2,False,False,True,4260.9297,3.5409,1.2103,0.7308,74.0696
260,"(0, 1, 2)",1,2,n,False,True,True,252,2,False,False,True,4260.8071,3.5808,1.224,0.7372,38.5499
261,"(0, 1, 3)",1,3,c,True,True,True,252,2,False,False,True,4262.2636,3.569,1.2199,0.7325,44.9112
262,"(0, 1, 3)",1,3,t,True,True,True,252,2,False,False,True,4260.4492,3.5468,1.2124,0.7285,74.9804
263,"(0, 1, 3)",1,3,ct,True,True,True,252,2,False,False,True,4261.9749,3.5431,1.2111,0.7274,73.5013
264,"(0, 1, 3)",1,3,n,False,True,True,252,2,False,False,True,4262.4505,3.593,1.2281,0.7374,42.2391
265,"(1, 1, 0)",1,1,c,True,True,True,252,2,False,False,True,4276.494,3.5519,1.2141,0.7377,32.9651
266,"(1, 1, 0)",1,1,t,True,True,True,252,2,False,False,True,4274.8538,3.5154,1.2016,0.7298,53.6598
267,"(1, 1, 0)",1,1,ct,True,True,True,252,2,False,False,True,4276.0145,3.5142,1.2012,0.7298,56.9375
268,"(1, 1, 0)",1,1,n,False,True,True,252,2,False,False,True,4277.662,3.591,1.2274,0.7481,31.8242
269,"(1, 1, 1)",1,2,c,True,True,True,252,2,False,False,True,4271.5724,3.5495,1.2133,0.7337,43.3246
270,"(1, 1, 1)",1,2,t,True,True,True,252,2,False,False,True,4269.3304,3.5126,1.2006,0.7282,63.0321
271,"(1, 1, 1)",1,2,ct,True,True,True,252,2,False,False,True,4270.9869,3.5095,1.1996,0.7276,64.5037
272,"(1, 1, 1)",1,2,n,False,True,True,252,2,False,False,True,4272.4023,3.5825,1.2246,0.7418,39.4311
273,"(1, 1, 2)",1,3,c,True,True,True,252,2,False,False,True,4262.4124,3.565,1.2186,0.7326,44.8277
274,"(1, 1, 2)",1,3,t,True,True,True,252,2,False,False,True,4260.6654,3.545,1.2117,0.7294,74.4085
275,"(1, 1, 2)",1,3,ct,True,True,True,252,2,False,False,True,4262.4677,3.5407,1.2103,0.7285,72.849
276,"(1, 1, 2)",1,3,n,False,True,True,252,2,False,False,True,4262.5532,3.5892,1.2268,0.737,41.9627
277,"(2, 1, 0)",1,2,c,True,True,True,252,2,False,False,True,4264.8048,3.5486,1.213,0.7285,39.7203
278,"(2, 1, 0)",1,2,t,True,True,True,252,2,False,False,True,4263.0313,3.5208,1.2035,0.7252,67.8276
279,"(2, 1, 0)",1,2,ct,True,True,True,252,2,False,False,True,4265.289,3.5209,1.2035,0.7249,65.2903
280,"(2, 1, 0)",1,2,n,False,True,True,252,2,False,False,True,4265.1095,3.5746,1.2218,0.7339,36.9709
281,"(2, 1, 1)",1,3,c,True,True,True,252,2,False,False,True,4265.8749,3.5509,1.2137,0.7299,42.4541
282,"(2, 1, 1)",1,3,t,True,True,True,252,2,False,False,True,4264.0866,3.5223,1.204,0.7265,69.92
283,"(2, 1, 1)",1,3,ct,True,True,True,252,2,False,False,True,4266.0423,3.5194,1.203,0.7255,74.9239
284,"(2, 1, 1)",1,3,n,False,True,True,252,2,False,False,True,4266.0459,3.5753,1.2221,0.7345,40.6131
285,"(3, 1, 0)",1,3,c,True,True,True,252,2,False,False,True,4264.5108,3.5569,1.2158,0.7322,45.548
286,"(3, 1, 0)",1,3,t,True,True,True,252,2,False,False,True,4263.0861,3.5315,1.2071,0.7279,74.7695
287,"(3, 1, 0)",1,3,ct,True,True,True,252,2,False,False,True,4264.9561,3.5302,1.2067,0.7275,76.5993
288,"(3, 1, 0)",1,3,n,False,True,True,252,2,False,False,True,4264.5816,3.5798,1.2236,0.7362,41.9843
289,"(0, 0, 0)",0,0,c,True,True,True,252,3,False,False,True,7797.136,78.4767,26.8244,21.7707,37.2254
290,"(0, 0, 0)",0,0,t,True,True,True,252,3,False,False,True,6960.2317,44.073,15.0648,11.0928,40.5212
291,"(0, 0, 0)",0,0,ct,True,True,True,252,3,False,False,True,6947.308,43.2998,14.8005,10.9295,42.2526
292,"(0, 0, 0)",0,0,n,False,True,True,252,3,False,False,True,7795.1639,78.5554,26.8513,21.7958,31.4597
293,"(0, 0, 1)",0,1,c,True,True,True,252,3,False,False,True,6828.7852,40.9667,14.003,10.6479,43.8653
294,"(0, 0, 1)",0,1,t,True,True,True,252,3,False,False,True,6109.3018,25.2903,8.6446,6.1299,51.8452
295,"(0, 0, 1)",0,1,ct,True,True,True,252,3,False,False,True,6081.0045,24.5871,8.4042,5.9656,53.1349
296,"(0, 0, 1)",0,1,n,False,True,True,252,3,False,False,True,6826.9233,41.062,14.0355,10.6754,42.2157
297,"(0, 0, 2)",0,2,c,True,True,True,252,3,False,False,True,6240.8998,29.1931,9.9786,7.5255,44.2133
298,"(0, 0, 2)",0,2,t,True,True,True,252,3,False,False,True,5636.5891,17.0639,5.8327,4.1005,55.0662
299,"(0, 0, 2)",0,2,ct,True,True,True,252,3,False,False,True,5613.6343,17.0393,5.8243,4.1355,57.9565
300,"(0, 0, 2)",0,2,n,False,True,True,252,3,False,False,True,6268.355,30.0978,10.2878,7.7415,41.3516
301,"(0, 0, 3)",0,3,c,True,True,True,252,3,False,False,True,5777.451,20.7253,7.0842,5.2345,48.5578
302,"(0, 0, 3)",0,3,t,True,True,True,252,3,False,False,True,5333.874,13.1953,4.5103,3.0615,55.0479
303,"(0, 0, 3)",0,3,ct,True,True,True,252,3,False,False,True,5265.0458,12.8077,4.3778,3.0198,56.6452
304,"(0, 0, 3)",0,3,n,False,True,True,252,3,False,False,True,5823.5417,21.4046,7.3164,5.3933,46.814
305,"(1, 0, 0)",0,1,c,True,True,True,252,3,False,False,True,4327.1135,3.7547,1.2834,0.7938,29.8465
306,"(1, 0, 0)",0,1,t,True,True,True,252,3,False,False,True,4330.6392,3.7851,1.2938,0.8009,44.6753
307,"(1, 0, 0)",0,1,ct,True,True,True,252,3,False,False,True,4328.2451,3.871,1.3231,0.8267,42.0433
308,"(1, 0, 0)",0,1,n,False,True,True,252,3,False,False,True,4325.8451,3.7783,1.2915,0.8002,39.8209
309,"(1, 0, 1)",0,2,c,True,True,True,252,3,False,False,True,4305.5822,3.7948,1.2971,0.8035,60.1567
310,"(1, 0, 1)",0,2,t,True,True,True,252,3,False,False,True,4303.6461,3.7422,1.2791,0.7869,80.7113
311,"(1, 0, 1)",0,2,ct,True,True,True,252,3,False,False,True,4307.224,3.8362,1.3113,0.8129,82.9603
312,"(1, 0, 1)",0,2,n,False,True,True,252,3,False,False,True,4305.1208,3.8216,1.3063,0.8107,54.0418
313,"(1, 0, 2)",0,3,c,True,True,True,252,3,False,False,True,4282.007,3.82,1.3057,0.8086,62.4505
314,"(1, 0, 2)",0,3,t,True,True,True,252,3,False,False,True,4282.362,3.7842,1.2935,0.7939,100.5022
315,"(1, 0, 2)",0,3,ct,True,True,True,252,3,False,False,True,4281.7828,3.8555,1.3179,0.8164,94.5628
316,"(1, 0, 2)",0,3,n,False,True,True,252,3,False,False,True,4282.2895,3.8646,1.321,0.8208,61.3699
317,"(2, 0, 0)",0,2,c,True,True,True,252,3,False,False,True,4296.8579,3.7935,1.2967,0.8016,44.7888
318,"(2, 0, 0)",0,2,t,True,True,True,252,3,False,False,True,4299.4629,3.7635,1.2864,0.7915,64.2363
319,"(2, 0, 0)",0,2,ct,True,True,True,252,3,False,False,True,4296.4715,3.822,1.3064,0.8076,74.9896
320,"(2, 0, 0)",0,2,n,False,True,True,252,3,False,False,True,4296.4231,3.8306,1.3093,0.8119,44.6858
321,"(2, 0, 1)",0,3,c,True,True,True,252,3,False,False,True,4290.9707,3.7613,1.2857,0.7928,54.3785
322,"(2, 0, 1)",0,3,t,True,True,True,252,3,False,False,True,4287.644,3.6896,1.2611,0.7734,77.9694
323,"(2, 0, 1)",0,3,ct,True,True,True,252,3,False,False,True,4287.7937,3.738,1.2777,0.7864,75.4622
324,"(2, 0, 1)",0,3,n,False,True,True,252,3,False,False,True,4289.7409,3.7826,1.2929,0.7989,50.2793
325,"(3, 0, 0)",0,3,c,True,True,True,252,3,False,False,True,4285.2586,3.7945,1.297,0.801,55.9189
326,"(3, 0, 0)",0,3,t,True,True,True,252,3,False,False,True,4285.7944,3.7798,1.292,0.7936,84.0393
327,"(3, 0, 0)",0,3,ct,True,True,True,252,3,False,False,True,4283.3237,3.8288,1.3087,0.8115,87.0738
328,"(3, 0, 0)",0,3,n,False,True,True,252,3,False,False,True,4284.74,3.826,1.3078,0.8089,54.1356
329,"(0, 1, 0)",1,0,c,True,True,True,252,3,False,False,True,4311.396,3.5382,1.2094,0.7428,46.0523
330,"(0, 1, 0)",1,0,t,True,True,True,252,3,False,False,True,4310.439,3.5158,1.2018,0.7374,70.6049
331,"(0, 1, 0)",1,0,ct,True,True,True,252,3,False,False,True,4312.6448,3.5148,1.2014,0.7375,77.391
332,"(0, 1, 0)",1,0,n,False,True,True,252,3,False,False,True,4311.3847,3.565,1.2186,0.749,42.5727
333,"(0, 1, 1)",1,1,c,True,True,True,252,3,False,False,True,4286.5299,3.5597,1.2168,0.7434,53.02
334,"(0, 1, 1)",1,1,t,True,True,True,252,3,False,False,True,4284.9705,3.5311,1.207,0.7343,87.391
335,"(0, 1, 1)",1,1,ct,True,True,True,252,3,False,False,True,4286.4226,3.521,1.2035,0.7307,94.6476
336,"(0, 1, 1)",1,1,n,False,True,True,252,3,False,False,True,4287.5401,3.5971,1.2295,0.7532,51.884
337,"(0, 1, 2)",1,2,c,True,True,True,252,3,False,False,True,4263.3625,3.5699,1.2202,0.7356,57.2558
338,"(0, 1, 2)",1,2,t,True,True,True,252,3,False,False,True,4261.8876,3.5532,1.2145,0.7323,94.2939
339,"(0, 1, 2)",1,2,ct,True,True,True,252,3,False,False,True,4263.6702,3.5468,1.2124,0.731,95.4586
340,"(0, 1, 2)",1,2,n,False,True,True,252,3,False,False,True,4263.4114,3.5929,1.2281,0.7415,54.4465
341,"(0, 1, 3)",1,3,c,True,True,True,252,3,False,False,True,4264.8082,3.5824,1.2245,0.7361,63.7912
342,"(0, 1, 3)",1,3,t,True,True,True,252,3,False,False,True,4263.2407,3.5615,1.2174,0.7315,102.5849
343,"(0, 1, 3)",1,3,ct,True,True,True,252,3,False,False,True,4264.8278,3.5601,1.2169,0.7313,95.7878
344,"(0, 1, 3)",1,3,n,False,True,True,252,3,False,False,True,4264.989,3.6079,1.2332,0.7437,57.1424
345,"(1, 1, 0)",1,1,c,True,True,True,252,3,False,False,True,4278.3261,3.5746,1.2219,0.7436,41.6499
346,"(1, 1, 0)",1,1,t,True,True,True,252,3,False,False,True,4276.4833,3.5418,1.2106,0.7324,60.1512
347,"(1, 1, 0)",1,1,ct,True,True,True,252,3,False,False,True,4278.2731,3.5355,1.2085,0.7304,63.3418
348,"(1, 1, 0)",1,1,n,False,True,True,252,3,False,False,True,4279.4156,3.6133,1.2351,0.7533,35.9102
349,"(1, 1, 1)",1,2,c,True,True,True,252,3,False,False,True,4273.5052,3.5686,1.2198,0.741,44.9385
350,"(1, 1, 1)",1,2,t,True,True,True,252,3,False,False,True,4271.7775,3.5332,1.2077,0.7293,71.675
351,"(1, 1, 1)",1,2,ct,True,True,True,252,3,False,False,True,4273.3583,3.5309,1.2069,0.7287,70.4801
352,"(1, 1, 1)",1,2,n,False,True,True,252,3,False,False,True,4274.371,3.6025,1.2314,0.7499,43.2396
353,"(1, 1, 2)",1,3,c,True,True,True,252,3,False,False,True,4264.985,3.5782,1.2231,0.7356,50.6859
354,"(1, 1, 2)",1,3,t,True,True,True,252,3,False,False,True,4263.3864,3.5593,1.2166,0.7314,78.6564
355,"(1, 1, 2)",1,3,ct,True,True,True,252,3,False,False,True,4265.1146,3.5561,1.2155,0.7313,77.2791
356,"(1, 1, 2)",1,3,n,False,True,True,252,3,False,False,True,4265.1232,3.6024,1.2314,0.7425,46.7194
357,"(2, 1, 0)",1,2,c,True,True,True,252,3,False,False,True,4267.1878,3.5634,1.218,0.7359,44.2239
358,"(2, 1, 0)",1,2,t,True,True,True,252,3,False,False,True,4265.5074,3.5372,1.2091,0.7286,73.7918
359,"(2, 1, 0)",1,2,ct,True,True,True,252,3,False,False,True,4267.3836,3.535,1.2083,0.7281,79.9433
360,"(2, 1, 0)",1,2,n,False,True,True,252,3,False,False,True,4267.5205,3.5904,1.2272,0.7433,44.4269
361,"(2, 1, 1)",1,3,c,True,True,True,252,3,False,False,True,4268.3913,3.5641,1.2183,0.7348,48.0697
362,"(2, 1, 1)",1,3,t,True,True,True,252,3,False,False,True,4267.0527,3.5342,1.208,0.7293,75.9637
363,"(2, 1, 1)",1,3,ct,True,True,True,252,3,False,False,True,4268.4986,3.5347,1.2082,0.7298,81.2089
364,"(2, 1, 1)",1,3,n,False,True,True,252,3,False,False,True,4268.5639,3.5892,1.2268,0.7411,46.1131
365,"(3, 1, 0)",1,3,c,True,True,True,252,3,False,False,True,4267.1006,3.5691,1.22,0.7353,52.4304
366,"(3, 1, 0)",1,3,t,True,True,True,252,3,False,False,True,4265.6286,3.5458,1.212,0.7316,77.4339
367,"(3, 1, 0)",1,3,ct,True,True,True,252,3,False,False,True,4267.4021,3.5436,1.2113,0.7313,87.8596
368,"(3, 1, 0)",1,3,n,False,True,True,252,3,False,False,True,4267.1749,3.5928,1.2281,0.7408,48.8094
369,"(0, 0, 2)",0,2,c,True,True,True,252,4,False,False,True,6244.7132,29.4208,10.0564,7.5688,48.8857
370,"(0, 0, 2)",0,2,t,True,True,True,252,4,False,False,True,5650.5407,17.7305,6.0605,4.2528,62.8744
371,"(0, 0, 2)",0,2,ct,True,True,True,252,4,False,False,True,5615.1822,17.1982,5.8786,4.1496,63.5212
372,"(0, 0, 2)",0,2,n,False,True,True,252,4,False,False,True,6276.5736,30.4928,10.4229,7.8379,45.4031
373,"(0, 0, 3)",0,3,c,True,True,True,252,4,False,False,True,5786.9325,20.8573,7.1293,5.2608,55.2978
374,"(0, 0, 3)",0,3,t,True,True,True,252,4,False,False,True,5340.917,13.6381,4.6617,3.2323,59.2873
375,"(0, 0, 3)",0,3,ct,True,True,True,252,4,False,False,True,5263.3617,12.8933,4.4071,3.022,65.9096
376,"(0, 0, 3)",0,3,n,False,True,True,252,4,False,False,True,5827.5055,21.5564,7.3683,5.4319,51.4618
377,"(1, 0, 1)",0,2,c,True,True,True,252,4,False,False,True,4305.6671,3.8147,1.3039,0.8027,43.0371
378,"(1, 0, 1)",0,2,t,True,True,True,252,4,False,False,True,4305.5533,3.7437,1.2796,0.7822,60.5975
379,"(1, 0, 1)",0,2,ct,True,True,True,252,4,False,False,True,4307.2698,3.8599,1.3194,0.8146,63.203
380,"(1, 0, 1)",0,2,n,False,True,True,252,4,False,False,True,4304.8347,3.8423,1.3133,0.8102,40.5225
381,"(1, 0, 2)",0,3,c,True,True,True,252,4,False,False,True,4283.7296,3.8285,1.3086,0.809,50.2177
382,"(1, 0, 2)",0,3,t,True,True,True,252,4,False,False,True,4280.3441,3.7667,1.2875,0.7879,75.5931
383,"(1, 0, 2)",0,3,ct,True,True,True,252,4,False,False,True,4280.7657,3.8697,1.3227,0.816,79.6145
384,"(1, 0, 2)",0,3,n,False,True,True,252,4,False,False,True,4282.9991,3.8531,1.317,0.8165,49.426
385,"(2, 0, 0)",0,2,c,True,True,True,252,4,False,False,True,4296.7307,3.8089,1.3019,0.8008,42.6281
386,"(2, 0, 0)",0,2,t,True,True,True,252,4,False,False,True,4299.3625,3.7659,1.2872,0.7878,66.9062
387,"(2, 0, 0)",0,2,ct,True,True,True,252,4,False,False,True,4295.609,3.8458,1.3145,0.8088,61.698
388,"(2, 0, 0)",0,2,n,False,True,True,252,4,False,False,True,4296.2118,3.8514,1.3164,0.8118,41.0118
389,"(2, 0, 1)",0,3,c,True,True,True,252,4,False,False,True,4291.509,3.7758,1.2906,0.7934,44.817
390,"(2, 0, 1)",0,3,t,True,True,True,252,4,False,False,True,4288.9064,3.7192,1.2713,0.7771,75.8908
391,"(2, 0, 1)",0,3,ct,True,True,True,252,4,False,False,True,4288.3225,3.757,1.2842,0.7877,98.3209
392,"(2, 0, 1)",0,3,n,False,True,True,252,4,False,False,True,4290.2969,3.7991,1.2986,0.8,62.7584
393,"(3, 0, 0)",0,3,c,True,True,True,252,4,False,False,True,4286.4496,3.81,1.3023,0.8026,69.8601
394,"(3, 0, 0)",0,3,t,True,True,True,252,4,False,False,True,4283.9144,3.726,1.2736,0.7765,114.5685
395,"(3, 0, 0)",0,3,ct,True,True,True,252,4,False,False,True,4284.8317,3.8344,1.3106,0.8085,104.1618
396,"(3, 0, 0)",0,3,n,False,True,True,252,4,False,False,True,4285.6242,3.8459,1.3146,0.8119,71.3523
397,"(0, 1, 2)",1,2,c,True,True,True,252,4,False,False,True,4264.699,3.5843,1.2252,0.7352,70.7348
398,"(0, 1, 2)",1,2,t,True,True,True,252,4,False,False,True,4263.6114,3.5696,1.2201,0.7304,87.7836
399,"(0, 1, 2)",1,2,ct,True,True,True,252,4,False,False,True,4265.3641,3.5686,1.2198,0.7302,92.4289
400,"(0, 1, 2)",1,2,n,False,True,True,252,4,False,False,True,4264.8259,3.6068,1.2329,0.7431,47.2434
401,"(0, 1, 3)",1,3,c,True,True,True,252,4,False,False,True,4265.9734,3.6009,1.2308,0.738,55.9522
402,"(0, 1, 3)",1,3,t,True,True,True,252,4,False,False,True,4264.5303,3.5836,1.2249,0.7301,88.5291
403,"(0, 1, 3)",1,3,ct,True,True,True,252,4,False,False,True,4266.2954,3.5844,1.2252,0.7305,85.9261
404,"(0, 1, 3)",1,3,n,False,True,True,252,4,False,False,True,4266.1897,3.6256,1.2393,0.7465,51.0752
405,"(1, 1, 1)",1,2,c,True,True,True,252,4,False,False,True,4273.7577,3.5893,1.2269,0.7424,49.7721
406,"(1, 1, 1)",1,2,t,True,True,True,252,4,False,False,True,4272.5832,3.5614,1.2173,0.7321,93.937
407,"(1, 1, 1)",1,2,ct,True,True,True,252,4,False,False,True,4274.3329,3.5599,1.2168,0.7318,118.9845
408,"(1, 1, 1)",1,2,n,False,True,True,252,4,False,False,True,4274.567,3.6246,1.2389,0.7519,71.7861
409,"(1, 1, 2)",1,3,c,True,True,True,252,4,False,False,True,4266.2522,3.5939,1.2285,0.7364,74.838
410,"(1, 1, 2)",1,3,t,True,True,True,252,4,False,False,True,4265.3992,3.5783,1.2231,0.73,114.5514
411,"(1, 1, 2)",1,3,ct,True,True,True,252,4,False,False,True,4266.7311,3.5759,1.2223,0.7286,121.9309
412,"(1, 1, 2)",1,3,n,False,True,True,252,4,False,False,True,4266.3473,3.6176,1.2365,0.7445,71.692
413,"(2, 1, 0)",1,2,c,True,True,True,252,4,False,False,True,4268.0145,3.5797,1.2236,0.7347,70.1217
414,"(2, 1, 0)",1,2,t,True,True,True,252,4,False,False,True,4267.3702,3.5594,1.2167,0.7266,153.0416
415,"(2, 1, 0)",1,2,ct,True,True,True,252,4,False,False,True,4269.1249,3.5592,1.2166,0.7266,124.5101
416,"(2, 1, 0)",1,2,n,False,True,True,252,4,False,False,True,4268.4724,3.6087,1.2335,0.7437,67.3966
417,"(2, 1, 1)",1,3,c,True,True,True,252,4,False,False,True,4269.5716,3.5828,1.2247,0.7345,74.7511
418,"(2, 1, 1)",1,3,t,True,True,True,252,4,False,False,True,4268.2497,3.5586,1.2164,0.727,116.2918
419,"(2, 1, 1)",1,3,ct,True,True,True,252,4,False,False,True,4270.1812,3.5567,1.2157,0.7259,132.5174
420,"(2, 1, 1)",1,3,n,False,True,True,252,4,False,False,True,4269.751,3.607,1.2329,0.7428,66.1986
421,"(3, 1, 0)",1,3,c,True,True,True,252,4,False,False,True,4268.4147,3.5859,1.2257,0.7354,54.628
422,"(3, 1, 0)",1,3,t,True,True,True,252,4,False,False,True,4267.3387,3.5638,1.2182,0.728,88.8226
423,"(3, 1, 0)",1,3,ct,True,True,True,252,4,False,False,True,4269.0503,3.5641,1.2182,0.7287,95.1557
424,"(3, 1, 0)",1,3,n,False,True,True,252,4,False,False,True,4268.4631,3.6086,1.2335,0.7431,51.5442
425,"(0, 0, 2)",0,2,c,True,True,True,252,5,False,False,True,6243.9266,29.6058,10.1197,7.6553,54.6081
426,"(0, 0, 2)",0,2,t,True,True,True,252,5,False,False,True,5641.0939,17.5818,6.0097,4.2167,66.8119
427,"(0, 0, 2)",0,2,ct,True,True,True,252,5,False,False,True,5599.6421,17.2208,5.8863,4.1703,100.9441
428,"(0, 0, 2)",0,2,n,False,True,True,252,5,False,False,True,6270.7866,30.6119,10.4636,7.9058,72.3103
429,"(0, 0, 3)",0,3,c,True,True,True,252,5,False,False,True,5779.5716,20.881,7.1374,5.2839,106.8748
430,"(0, 0, 3)",0,3,t,True,True,True,252,5,False,False,True,5318.0114,13.1903,4.5086,3.0584,112.0385
431,"(0, 0, 3)",0,3,ct,True,True,True,252,5,False,False,True,5258.784,12.9038,4.4107,3.0372,120.397
432,"(0, 0, 3)",0,3,n,False,True,True,252,5,False,False,True,5827.1689,21.5397,7.3626,5.45,92.5093
433,"(1, 0, 1)",0,2,c,True,True,True,252,5,False,False,True,4301.7889,3.8477,1.3152,0.8061,76.6386
434,"(1, 0, 1)",0,2,t,True,True,True,252,5,False,False,True,4304.0302,3.7872,1.2945,0.7863,115.7996
435,"(1, 0, 1)",0,2,ct,True,True,True,252,5,False,False,True,4303.0031,3.8614,1.3199,0.809,129.5429
436,"(1, 0, 1)",0,2,n,False,True,True,252,5,False,False,True,4300.6231,3.8766,1.3251,0.8142,68.9694
437,"(1, 0, 2)",0,3,c,True,True,True,252,5,False,False,True,4281.7667,3.833,1.3102,0.8069,78.0253
438,"(1, 0, 2)",0,3,t,True,True,True,252,5,False,False,True,4282.4992,3.7949,1.2972,0.7912,120.0631
439,"(1, 0, 2)",0,3,ct,True,True,True,252,5,False,False,True,4282.0528,3.9457,1.3487,0.8319,120.8641
440,"(1, 0, 2)",0,3,n,False,True,True,252,5,False,False,True,4282.0593,3.8856,1.3281,0.822,73.2186
441,"(2, 0, 0)",0,2,c,True,True,True,252,5,False,False,True,4292.5173,3.8476,1.3152,0.8054,58.75
442,"(2, 0, 0)",0,2,t,True,True,True,252,5,False,False,True,4292.3347,3.7603,1.2853,0.7772,71.375
443,"(2, 0, 0)",0,2,ct,True,True,True,252,5,False,False,True,4291.3267,3.8659,1.3214,0.8077,70.0384
444,"(2, 0, 0)",0,2,n,False,True,True,252,5,False,False,True,4291.8107,3.8718,1.3235,0.8131,81.1914
445,"(2, 0, 1)",0,3,c,True,True,True,252,5,False,False,True,4287.2838,3.7982,1.2983,0.7938,78.8975
446,"(2, 0, 1)",0,3,t,True,True,True,252,5,False,False,True,4285.166,3.7204,1.2717,0.7665,104.9765
447,"(2, 0, 1)",0,3,ct,True,True,True,252,5,False,False,True,4283.3819,3.7513,1.2822,0.7779,97.8726
448,"(2, 0, 1)",0,3,n,False,True,True,252,5,False,False,True,4287.2098,3.8315,1.3096,0.8032,83.0453
449,"(3, 0, 0)",0,3,c,True,True,True,252,5,False,False,True,4283.5564,3.8292,1.3089,0.8047,77.1656
450,"(3, 0, 0)",0,3,t,True,True,True,252,5,False,False,True,4285.3276,3.8062,1.301,0.7924,117.7804
451,"(3, 0, 0)",0,3,ct,True,True,True,252,5,False,False,True,4281.7036,3.8595,1.3192,0.8095,104.4947
452,"(3, 0, 0)",0,3,n,False,True,True,252,5,False,False,True,4283.312,3.8652,1.3212,0.8144,65.3582
453,"(0, 1, 2)",1,2,c,True,True,True,252,5,False,False,True,4263.0477,3.5978,1.2298,0.7393,77.4392
454,"(0, 1, 2)",1,2,t,True,True,True,252,5,False,False,True,4262.76,3.5827,1.2246,0.7318,115.3075
455,"(0, 1, 2)",1,2,ct,True,True,True,252,5,False,False,True,4264.0309,3.5853,1.2255,0.7324,116.3531
456,"(0, 1, 2)",1,2,n,False,True,True,252,5,False,False,True,4263.2021,3.6206,1.2376,0.745,71.167
457,"(0, 1, 3)",1,3,c,True,True,True,252,5,False,False,True,4263.7168,3.6242,1.2388,0.7384,85.5465
